DISTRICT,DD000A001219R,DD000A001319R,DD000A001S19R,DD000AC01219R,DD000AC01319R,DD000AC01S19R,DD000AM01219R,DD000AM01319R,DD000AM01S19R,DD000AR01219R,DD000AR01319R,DD000AR01S19R,DD000AS01219R,DD000AS01319R,DD000AS01S19R,DD000AW01219R,DD000AW01319R,DD000AW01S19R,DD200A001219R,DD200A001319R,DD200A001S19R,DD200AC01219R,DD200AC01319R,DD200AC01S19R,DD200AM01219R,DD200AM01319R,DD200AM01S19R,DD200AR01219R,DD200AR01319R,DD200AR01S19R,DD200AS01219R,DD200AS01319R,DD200AS01S19R,DD200AW01219R,DD200AW01319R,DD200AW01S19R,DD300A001219R,DD300A001319R,DD300A001S19R,DD300AC01219R,DD300AC01319R,DD300AC01S19R,DD300AM01219R,DD300AM01319R,DD300AM01S19R,DD300AR01219R,DD300AR01319R,DD300AR01S19R,DD300AS01219R,DD300AS01319R,DD300AS01S19R,DD300AW01219R,DD300AW01319R,DD300AW01S19R,DD400A001219R,DD400A001319R,DD400A001S19R,DD400AC01219R,DD400AC01319R,DD400AC01S19R,DD400AM01219R,DD400AM01319R,DD400AM01S19R,DD400AR01219R,DD400AR01319R,DD400AR01S19R,DD400AS01219R,DD400AS01319R,DD400AS01S19R,DD400AW01219R,DD400AW01319R,DD400AW01S19R,DDA00A001219R,DDA00A001319R,DDA00A001S19R,DDA00AC01219R,DDA00AC01319R,DDA00AC01S19R,DDA00AM01219R,DDA00AM01319R,DDA00AM01S19R,DDA00AR01219R,DDA00AR01319R,DDA00AR01S19R,DDA00AS01219R,DDA00AS01319R,DDA00AS01S19R,DDA00AW01219R,DDA00AW01319R,DDA00AW01S19R,DDB00A001219R,DDB00A001319R,DDB00A001S19R,DDB00AC01219R,DDB00AC01319R,DDB00AC01S19R,DDB00AM01219R,DDB00AM01319R,DDB00AM01S19R,DDB00AR01219R,DDB00AR01319R,DDB00AR01S19R,DDB00AS01219R,DDB00AS01319R,DDB00AS01S19R,DDB00AW01219R,DDB00AW01319R,DDB00AW01S19R,DDE00A001219R,DDE00A001319R,DDE00A001S19R,DDE00AC01219R,DDE00AC01319R,DDE00AC01S19R,DDE00AM01219R,DDE00AM01319R,DDE00AM01S19R,DDE00AR01219R,DDE00AR01319R,DDE00AR01S19R,DDE00AS01219R,DDE00AS01319R,DDE00AS01S19R,DDE00AW01219R,DDE00AW01319R,DDE00AW01S19R,DDF00A001219R,DDF00A001319R,DDF00A001S19R,DDF00AC01219R,DDF00AC01319R,DDF00AC01S19R,DDF00AM01219R,DDF00AM01319R,DDF00AM01S19R,DDF00AR01219R,DDF00AR01319R,DDF00AR01S19R,DDF00AS01219R,DDF00AS01319R,DDF00AS01S19R,DDF00AW01219R,DDF00AW01319R,DDF00AW01S19R,DDH00A001219R,DDH00A001319R,DDH00A001S19R,DDH00AC01219R,DDH00AC01319R,DDH00AC01S19R,DDH00AM01219R,DDH00AM01319R,DDH00AM01S19R,DDH00AR01219R,DDH00AR01319R,DDH00AR01S19R,DDH00AS01219R,DDH00AS01319R,DDH00AS01S19R,DDH00AW01219R,DDH00AW01319R,DDH00AW01S19R,DDI00A001219R,DDI00A001319R,DDI00A001S19R,DDI00AC01219R,DDI00AC01319R,DDI00AC01S19R,DDI00AM01219R,DDI00AM01319R,DDI00AM01S19R,DDI00AR01219R,DDI00AR01319R,DDI00AR01S19R,DDI00AS01219R,DDI00AS01319R,DDI00AS01S19R,DDI00AW01219R,DDI00AW01319R,DDI00AW01S19R,DDL00A001219R,DDL00A001319R,DDL00A001S19R,DDL00AC01219R,DDL00AC01319R,DDL00AC01S19R,DDL00AM01219R,DDL00AM01319R,DDL00AM01S19R,DDL00AR01219R,DDL00AR01319R,DDL00AR01S19R,DDL00AS01219R,DDL00AS01319R,DDL00AS01S19R,DDL00AW01219R,DDL00AW01319R,DDL00AW01S19R,DDM00A001219R,DDM00A001319R,DDM00A001S19R,DDM00AC01219R,DDM00AC01319R,DDM00AC01S19R,DDM00AM01219R,DDM00AM01319R,DDM00AM01S19R,DDM00AR01219R,DDM00AR01319R,DDM00AR01S19R,DDM00AS01219R,DDM00AS01319R,DDM00AS01S19R,DDM00AW01219R,DDM00AW01319R,DDM00AW01S19R,DDR00A001219R,DDR00A001319R,DDR00A001S19R,DDR00AC01219R,DDR00AC01319R,DDR00AC01S19R,DDR00AM01219R,DDR00AM01319R,DDR00AM01S19R,DDR00AR01219R,DDR00AR01319R,DDR00AR01S19R,DDR00AS01219R,DDR00AS01319R,DDR00AS01S19R,DDR00AW01219R,DDR00AW01319R,DDR00AW01S19R,DDS00A001219R,DDS00A001319R,DDS00A001S19R,DDS00AC01219R,DDS00AC01319R,DDS00AC01S19R,DDS00AM01219R,DDS00AM01319R,DDS00AM01S19R,DDS00AR01219R,DDS00AR01319R,DDS00AR01S19R,DDS00AS01219R,DDS00AS01319R,DDS00AS01S19R,DDS00AW01219R,DDS00AW01319R,DDS00AW01S19R,DDW00A001219R,DDW00A001319R,DDW00A001S19R,DDW00AC01219R,DDW00AC01319R,DDW00AC01S19R,DDW00AM01219R,DDW00AM01319R,DDW00AM01S19R,DDW00AR01219R,DDW00AR01319R,DDW00AR01S19R,DDW00AS01219R,DDW00AS01319R,DDW00AS01S19R,DDW00AW01219R,DDW00AW01319R,DDW00AW01S19R,DNC00A001219R,DNC00A001319R,DNC00A001S19R,DNC00AC01219R,DNC00AC01319R,DNC00AC01S19R,DNC00AM01219R,DNC00AM01319R,DNC00AM01S19R,DNC00AR01219R,DNC00AR01319R,DNC00AR01S19R,DNC00AS01219R,DNC00AS01319R,DNC00AS01S19R,DNC00AW01219R,DNC00AW01319R,DNC00AW01S19R,DNM00A001219R,DNM00A001319R,DNM00A001S19R,DNM00AC01219R,DNM00AC01319R,DNM00AC01S19R,DNM00AM01219R,DNM00AM01319R,DNM00AM01S19R,DNM00AR01219R,DNM00AR01319R,DNM00AR01S19R,DNM00AS01219R,DNM00AS01319R,DNM00AS01S19R,DNM00AW01219R,DNM00AW01319R,DNM00AW01S19R,DNS00A001219R,DNS00A001319R,DNS00A001S19R,DNS00AC01219R,DNS00AC01319R,DNS00AC01S19R,DNS00AM01219R,DNS00AM01319R,DNS00AM01S19R,DNS00AR01219R,DNS00AR01319R,DNS00AR01S19R,DNS00AS01219R,DNS00AS01319R,DNS00AS01S19R,DNS00AW01219R,DNS00AW01319R,DNS00AW01S19R
"003903",36,14,71,41,13,74,46,22,81,29,9,64,32,20,69,23,3,60,38,18,71,48,25,75,44,19,73,34,14,70,50,36,95,5,0,37,90,58,97,95,57,95,84,78,97,92,45,98,90,70,90,83,50,100,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,44,20,74,52,23,79,49,26,80,39,15,69,55,35,82,28,8,61,32,13,63,39,12,70,36,17,69,28,10,58,41,20,74,19,8,47,38,15,70,45,16,75,43,20,76,33,10,64,47,27,77,22,5,56,48,22,77,56,24,81,52,28,82,44,17,74,52,34,81,34,11,67,43,17,76,49,18,79,50,24,83,37,11,70,54,33,83,26,5,63,73,20,93,-1,-1,-1,60,20,100,88,25,100,.,.,.,-1,-1,-1,23,7,60,23,4,58,33,12,75,17,5,53,21,10,57,11,1,45,41,19,71,49,22,78,46,23,78,36,13,64,57,35,82,22,6,55,27,9,63,33,8,68,33,13,71,22,5,57,38,18,71,12,3,43,31,16,51,37,17,57,33,20,58,28,13,43,33,17,62,26,15,37,60,34,83,72,42,89,62,37,86,56,28,80,69,52,87,42,13,72,45,21,75,54,24,80,49,26,80,40,15,70,56,35,83,29,8,61,41,19,71,45,17,77,47,24,77,37,15,66,48,32,75,25,10,59,40,18,73,52,16,80,50,25,87,36,15,64,40,40,60,12,0,59
"003904",9,4,52,0,0,29,13,7,80,12,6,41,-1,-1,-1,0,0,60,47,13,71,50,7,64,56,20,84,43,7,70,-1,-1,-1,33,17,50,25,25,88,.,.,.,-1,-1,-1,-1,-1,-1,40,40,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,20,78,51,17,78,57,28,86,44,17,73,41,14,76,39,12,70,30,8,70,18,0,64,46,15,81,25,6,69,20,0,60,20,0,40,42,15,72,46,14,73,50,22,80,38,13,68,34,8,68,30,9,60,53,23,81,54,16,79,60,30,87,50,21,78,45,16,80,52,19,79,41,16,71,50,18,75,47,25,80,42,14,66,26,5,68,22,6,61,37,21,79,-1,-1,-1,60,60,100,33,17,67,-1,-1,-1,-1,-1,-1,9,5,52,0,0,29,14,7,79,13,6,44,-1,-1,-1,0,0,60,45,17,75,48,18,78,55,26,84,40,14,69,38,13,72,28,5,61,27,7,62,31,7,66,35,12,75,21,4,55,29,6,64,14,4,42,22,6,46,18,8,45,31,9,64,18,4,37,16,3,25,22,6,38,50,21,79,52,18,79,58,29,86,46,18,74,44,15,77,42,12,72,50,20,78,51,19,78,58,29,87,46,17,74,42,14,74,41,12,70,46,18,76,49,13,79,55,25,82,41,16,70,38,13,79,34,10,70,54,22,78,-1,-1,-1,67,33,92,53,12,76,-1,-1,-1,-1,-1,-1
"003905",35,13,69,37,9,75,47,20,79,30,10,63,21,13,70,24,5,52,28,6,74,18,0,73,31,13,75,26,4,67,38,13,88,-1,-1,-1,91,64,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,17,77,49,16,83,50,23,82,40,12,72,58,33,84,22,3,60,35,10,68,34,4,74,44,17,75,31,5,58,55,21,86,10,3,58,39,14,73,43,11,80,46,19,79,35,10,68,52,26,82,19,3,58,45,16,78,50,12,86,50,22,81,42,13,74,51,28,87,29,4,68,40,13,74,42,10,80,48,19,81,34,9,69,51,26,81,21,2,55,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,26,8,64,27,7,70,38,12,75,20,7,57,16,10,58,12,2,43,43,18,75,48,19,80,51,24,83,38,11,70,64,38,82,15,3,52,30,8,67,35,8,76,37,11,75,23,5,60,41,19,74,11,1,47,23,9,45,24,7,61,26,12,54,17,5,34,52,38,67,19,6,25,56,26,84,69,30,92,58,32,86,53,20,83,71,50,89,26,5,65,45,16,77,49,14,84,52,23,83,40,12,73,59,34,86,23,3,58,42,19,74,49,21,80,45,22,80,39,15,68,56,32,80,18,6,65,30,8,76,44,0,89,32,11,79,26,6,77,-1,-1,-1,17,0,58
"003906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,21,64,-1,-1,-1,50,33,50,57,14,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,15,73,25,8,73,45,22,81,36,14,70,48,20,72,30,4,64,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,33,13,69,20,6,67,43,22,77,31,11,65,35,15,65,25,3,64,40,18,76,24,15,68,50,24,83,38,17,75,48,17,78,29,8,67,41,14,73,-1,-1,-1,33,0,83,60,20,80,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,13,71,27,3,78,41,21,79,34,11,65,48,22,65,31,0,62,17,3,56,9,0,64,18,4,66,18,4,50,27,9,55,11,0,22,8,2,36,7,0,60,9,5,45,5,3,21,25,0,50,-1,-1,-1,38,15,74,25,9,75,46,23,82,35,14,70,48,18,73,31,4,63,39,16,73,28,11,74,46,24,82,37,13,69,44,19,63,36,6,64,35,14,74,18,0,71,43,19,77,34,17,71,57,21,93,18,0,65,7,0,86,-1,-1,-1,20,0,100,0,0,83,-1,-1,-1,.,.,.
"003907",26,7,63,14,0,64,32,5,68,27,12,62,-1,-1,-1,21,5,58,54,24,81,57,29,71,46,23,85,63,30,78,-1,-1,-1,50,0,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,22,79,50,17,80,54,26,84,48,20,75,51,22,83,52,18,75,32,8,58,21,0,50,43,11,71,33,11,47,25,0,63,14,0,71,43,17,74,41,11,74,47,22,81,41,15,69,43,16,80,42,14,68,52,22,82,47,13,80,55,26,85,51,22,80,43,19,81,60,23,85,43,20,75,43,16,79,49,27,81,38,17,70,35,26,83,49,17,72,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,13,4,46,0,0,57,15,4,58,16,6,41,-1,-1,-1,8,0,33,50,21,76,52,21,80,53,26,82,45,18,70,58,24,85,45,14,66,27,8,59,26,8,63,32,12,68,23,6,51,28,8,61,27,5,53,20,6,38,25,0,44,21,8,44,19,6,35,19,0,50,18,4,18,54,23,81,53,18,83,56,27,85,51,22,78,55,22,83,55,20,76,52,22,80,52,18,82,56,29,84,49,20,76,53,23,83,53,16,79,46,20,75,41,13,75,49,21,82,44,20,71,41,17,80,50,24,65,48,15,85,57,14,86,47,18,88,50,25,88,60,0,80,29,0,71
"004901",22,8,54,14,6,53,37,15,72,18,4,46,14,0,23,16,8,56,48,23,75,54,31,77,45,26,79,53,23,79,50,25,75,33,0,50,61,34,91,53,33,87,71,47,94,55,25,91,71,43,100,64,27,82,80,20,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,43,19,72,50,19,77,46,26,77,39,14,68,51,27,77,30,9,57,35,13,71,43,14,86,50,29,79,33,5,62,20,20,80,0,0,60,36,14,67,41,15,72,39,20,73,32,9,63,43,19,72,23,4,49,44,19,74,50,18,76,45,25,76,44,16,73,45,23,74,35,12,63,37,14,67,40,12,71,41,22,75,33,9,63,45,21,69,28,7,51,28,17,56,-1,-1,-1,14,14,57,14,14,29,-1,-1,-1,.,.,.,15,5,47,10,5,46,26,8,68,10,3,37,11,0,21,5,5,42,42,19,71,51,20,78,47,26,78,35,12,63,58,31,81,25,6,52,25,7,57,31,7,65,30,11,65,20,4,52,31,10,62,11,3,33,17,4,35,20,8,42,19,4,40,14,3,31,28,9,47,6,0,11,48,22,75,59,24,81,49,28,78,44,17,71,57,32,83,30,10,61,45,19,73,52,19,79,48,26,77,39,14,69,54,28,79,31,10,56,41,18,70,47,19,72,42,24,76,39,14,67,46,24,73,29,7,59,39,15,71,33,7,80,47,19,81,38,15,65,33,17,50,25,13,50
"005901",64,29,93,-1,-1,-1,60,40,100,67,17,83,.,.,.,-1,-1,-1,67,46,100,-1,-1,-1,71,71,100,71,29,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,34,89,69,33,94,66,37,91,64,34,86,57,29,90,56,24,87,50,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,54,24,85,55,20,92,59,29,89,55,25,79,32,7,82,46,20,83,65,37,91,67,33,96,65,40,91,68,42,90,50,25,86,62,29,88,46,18,75,27,13,87,53,21,82,46,15,64,-1,-1,-1,60,30,90,44,22,67,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,33,17,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,64,30,88,70,33,93,67,35,92,61,28,82,66,34,94,50,18,85,29,10,75,27,10,85,29,8,82,29,9,66,30,11,78,33,20,73,18,11,50,24,12,65,21,13,58,13,9,37,29,29,57,11,0,44,67,36,92,75,35,96,68,39,93,67,38,89,60,32,92,57,22,86,69,38,90,77,41,94,71,42,92,68,39,87,63,33,89,58,24,87,55,24,88,50,16,95,57,28,90,58,26,83,36,14,93,53,23,87,80,40,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"005902",71,14,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,35,26,65,-1,-1,-1,27,27,64,33,25,58,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,30,87,64,28,87,66,32,88,63,30,87,60,35,87,44,17,77,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,44,14,70,52,13,74,42,14,72,47,16,72,50,18,76,26,8,49,65,30,87,67,29,88,66,30,88,70,32,87,58,31,86,48,19,81,50,15,88,55,0,85,57,21,88,50,16,93,40,30,90,33,7,73,92,46,100,-1,-1,-1,-1,-1,-1,100,50,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,59,30,86,62,28,86,67,34,89,56,27,87,62,38,87,40,16,73,40,10,76,51,3,84,45,13,83,40,11,75,29,9,71,26,9,57,15,4,39,20,3,47,14,4,43,18,5,39,12,6,41,0,0,12,63,31,87,64,31,87,68,33,89,65,31,87,61,35,86,45,18,78,61,29,87,65,30,88,65,31,89,62,28,87,57,34,87,43,18,75,64,32,86,62,25,84,68,35,88,66,36,88,68,39,84,46,15,83,58,30,82,60,20,80,80,60,90,45,18,82,-1,-1,-1,-1,-1,-1
"005904",47,16,82,56,22,67,48,28,88,47,3,83,17,0,83,57,29,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,33,90,75,38,92,73,46,95,57,23,87,54,29,83,64,34,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,25,87,65,27,89,61,37,93,49,15,83,41,18,77,60,35,90,64,31,93,69,28,95,72,43,96,60,24,91,48,13,87,57,33,97,54,18,86,65,22,83,60,32,87,48,6,85,40,13,87,54,23,85,56,22,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,8,0,50,-1,-1,-1,0,0,70,18,0,55,-1,-1,-1,-1,-1,-1,65,36,87,79,46,90,74,48,94,54,22,84,58,39,81,73,35,85,29,3,69,42,4,73,39,8,80,20,0,65,29,6,53,11,0,67,23,2,48,29,0,43,36,7,50,11,0,44,40,0,60,-1,-1,-1,68,39,92,79,44,95,77,50,97,59,29,88,59,34,82,69,38,95,63,33,89,72,39,91,72,45,94,55,22,86,51,28,81,61,35,89,78,36,98,100,25,100,81,50,100,67,30,93,83,33,100,80,30,100,63,31,100,-1,-1,-1,100,40,100,33,17,100,-1,-1,-1,-1,-1,-1
"006902",21,14,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,50,22,83,-1,-1,-1,50,33,83,57,14,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,28,85,62,21,91,62,37,89,55,26,84,57,35,87,24,2,57,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,46,21,80,46,11,93,48,27,87,48,22,76,58,29,75,15,0,55,57,30,84,61,18,92,64,38,88,56,33,86,53,31,78,29,4,58,36,16,73,50,0,83,47,18,82,32,21,68,43,29,71,0,0,50,89,33,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,55,25,85,63,23,90,61,36,90,53,19,82,59,38,95,18,0,55,31,6,71,40,3,86,38,11,76,26,4,70,39,10,74,5,0,30,22,6,51,27,9,73,23,9,64,22,4,48,33,0,33,0,0,0,57,29,86,63,24,91,64,39,89,56,26,85,58,36,90,28,3,59,58,30,85,66,21,91,63,43,89,55,26,85,60,36,85,33,3,61,50,22,83,52,20,92,60,24,87,53,24,81,44,31,94,0,0,46,18,9,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"007901",32,6,61,38,0,69,33,11,70,36,7,61,40,0,40,0,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,17,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,13,75,39,12,74,38,16,81,41,11,70,53,20,77,26,4,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,12,72,38,11,71,37,16,79,41,10,69,47,16,75,24,2,59,41,12,79,38,10,74,39,15,85,44,11,76,51,19,78,33,8,75,37,11,73,37,7,72,36,14,81,38,9,69,51,17,75,21,3,66,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,25,5,49,50,0,63,21,11,63,25,5,45,-1,-1,-1,0,0,0,38,13,70,41,14,73,37,17,78,37,10,65,54,22,76,18,0,57,29,8,66,31,7,65,29,9,74,29,7,60,44,15,75,15,0,53,32,12,53,28,11,44,31,16,53,28,11,47,41,6,76,38,13,50,75,40,90,71,71,100,73,40,93,74,32,84,80,60,100,83,17,83,41,13,76,39,11,73,41,17,85,41,10,71,57,22,80,25,6,71,33,12,67,41,18,76,25,13,69,38,13,66,36,14,64,31,0,56,31,0,54,-1,-1,-1,-1,-1,-1,20,0,60,-1,-1,-1,-1,-1,-1
"007902",40,8,75,33,11,89,46,8,73,39,3,74,-1,-1,-1,14,14,57,69,8,85,-1,-1,-1,-1,-1,-1,83,0,100,-1,-1,-1,-1,-1,-1,38,0,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,21,77,56,24,81,49,24,81,43,17,76,57,37,80,26,6,63,40,16,72,-1,-1,-1,50,17,67,30,10,70,-1,-1,-1,-1,-1,-1,35,13,69,44,12,72,38,15,73,30,10,66,52,33,77,16,2,54,48,23,82,55,24,84,48,23,84,46,20,82,64,39,84,33,10,70,39,15,73,48,16,78,42,18,76,36,12,72,50,32,79,21,4,58,29,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,28,2,69,29,0,86,32,5,63,26,0,70,-1,-1,-1,0,0,50,44,19,74,58,24,78,49,25,78,40,14,71,50,35,77,21,2,58,23,5,60,30,5,66,24,6,66,19,3,57,37,20,64,6,0,39,17,6,35,22,8,44,21,4,36,12,5,34,25,18,46,12,0,12,58,31,85,70,37,87,59,35,89,55,26,83,68,45,84,36,9,73,48,22,78,59,28,81,51,26,81,45,17,78,59,38,81,26,6,62,40,17,75,50,14,81,43,19,80,37,16,70,50,33,76,25,5,65,40,17,74,60,20,80,60,40,90,33,7,67,-1,-1,-1,-1,-1,-1
"007904",25,6,55,35,6,67,29,10,60,24,4,52,13,0,41,16,3,41,33,33,67,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,40,40,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,11,0,67,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,31,11,65,41,16,69,31,11,69,30,10,63,25,9,61,20,6,52,55,9,100,-1,-1,-1,-1,-1,-1,50,0,100,-1,-1,-1,.,.,.,26,8,60,35,12,64,27,8,65,25,7,59,20,5,57,18,4,47,31,11,67,34,14,68,32,11,70,34,12,69,18,4,56,28,11,62,28,9,62,36,15,66,29,10,67,27,8,61,23,7,59,19,5,50,27,0,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,3,52,34,4,66,24,7,57,21,2,49,13,0,41,11,0,32,30,10,62,47,19,70,31,11,68,27,7,59,31,14,66,14,3,44,15,2,50,22,5,54,16,3,57,14,2,48,10,1,42,5,1,34,10,3,23,10,0,30,11,5,25,8,1,17,0,0,27,17,6,28,42,18,75,65,26,82,39,17,76,42,17,75,40,23,71,25,10,58,32,11,66,44,18,70,34,12,71,30,10,64,27,9,64,19,6,54,28,9,61,34,11,65,25,9,64,30,9,62,19,8,53,22,7,47,21,6,60,43,14,71,21,0,63,16,8,60,-1,-1,-1,13,0,38
"007905",33,11,63,51,13,72,36,17,72,26,8,54,41,12,59,17,0,57,52,28,82,64,55,91,63,37,89,50,18,73,0,0,60,-1,-1,-1,37,30,85,-1,-1,-1,44,33,100,30,30,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,37,15,67,48,18,77,39,17,72,34,12,62,45,24,73,23,5,48,27,15,38,-1,-1,-1,22,11,44,22,22,33,.,.,.,20,0,20,29,10,59,38,11,71,30,13,65,26,8,53,36,17,68,16,4,38,39,15,68,46,15,76,39,17,72,39,14,65,43,23,75,28,7,54,32,12,63,41,14,75,34,14,68,29,9,57,41,20,69,18,3,42,60,7,93,-1,-1,-1,-1,-1,-1,57,14,86,-1,-1,-1,.,.,.,24,5,54,39,4,61,25,9,65,19,2,45,38,8,54,7,0,33,36,14,65,49,20,78,38,16,71,31,10,58,47,25,72,18,3,42,19,4,50,29,5,66,21,6,58,14,1,43,26,8,57,5,1,21,23,8,36,27,9,44,26,10,44,20,5,30,28,16,42,16,4,24,50,22,76,62,26,82,51,23,81,47,19,72,58,35,84,35,9,62,39,15,67,51,19,80,40,17,72,35,12,61,48,25,76,23,5,47,34,13,65,39,13,71,34,16,70,34,11,62,35,18,65,23,6,51,35,16,63,55,27,82,56,12,76,21,14,55,33,33,89,0,0,0
"007906",28,8,66,19,5,67,35,11,74,26,7,64,8,0,25,39,11,67,24,6,59,-1,-1,-1,17,17,33,33,0,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,11,69,33,8,73,40,15,73,37,11,68,18,7,52,30,10,62,9,0,55,.,.,.,-1,-1,-1,20,0,60,-1,-1,-1,-1,-1,-1,31,9,65,29,7,69,36,13,70,32,9,66,14,4,46,23,8,59,40,13,74,34,7,80,43,15,76,43,14,75,21,9,55,38,16,71,35,11,68,33,8,72,40,15,73,36,10,68,16,7,48,29,9,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,6,61,14,7,50,32,7,72,20,6,60,0,0,20,31,6,63,32,10,64,33,10,66,37,14,70,32,8,62,14,6,48,24,5,54,20,4,56,17,3,62,25,7,62,21,3,55,6,0,38,12,1,46,22,6,42,14,5,36,27,8,53,21,5,33,19,4,48,26,5,42,43,16,76,34,9,80,44,18,75,46,18,74,32,12,76,44,15,78,38,12,71,35,8,76,41,16,74,40,12,72,16,7,49,34,11,68,30,8,61,30,8,64,36,12,70,29,5,58,21,10,60,21,7,44,52,26,87,-1,-1,-1,58,33,92,42,25,83,-1,-1,-1,-1,-1,-1
